num_genomes	num_genes	type
9	1000	shared
9	4	new
9	4524	pangenome
10	985	shared
10	0	new
10	4799	pangenome
10	1000	shared
10	1	new
10	4524	pangenome
10	994	shared
10	0	new
10	4645	pangenome
10	987	shared
10	0	new
10	4530	pangenome
10	987	shared
10	4	new
10	4798	pangenome
10	1244	shared
10	156	new
10	4245	pangenome
10	985	shared
10	7	new
10	4796	pangenome
10	985	shared
10	4	new
10	4799	pangenome
10	1012	shared
10	1	new
10	4389	pangenome
10	985	shared
10	554	new
10	4799	pangenome
10	987	shared
10	554	new
10	4798	pangenome
10	994	shared
10	0	new
10	4645	pangenome
10	985	shared
10	4	new
10	4796	pangenome
10	987	shared
10	3	new
10	4798	pangenome
10	1012	shared
10	570	new
10	4389	pangenome
10	1012	shared
10	306	new
10	4389	pangenome
10	985	shared
10	4	new
10	4799	pangenome
10	987	shared
10	7	new
10	4798	pangenome
10	985	shared
10	0	new
10	4792	pangenome
10	985	shared
10	410	new
10	4796	pangenome
10	1244	shared
10	3	new
10	4245	pangenome
10	1000	shared
10	441	new
10	4524	pangenome
10	985	shared
10	7	new
10	4799	pangenome
10	994	shared
10	0	new
10	4645	pangenome
10	985	shared
10	275	new
10	4796	pangenome
10	987	shared
10	4	new
10	4798	pangenome
10	985	shared
10	554	new
10	4795	pangenome
10	985	shared
10	275	new
10	4799	pangenome
10	985	shared
10	275	new
10	4799	pangenome
10	1000	shared
10	271	new
10	4524	pangenome
10	985	shared
10	154	new
10	4799	pangenome
10	985	shared
10	1	new
10	4792	pangenome
10	987	shared
10	7	new
10	4798	pangenome
10	985	shared
10	7	new
10	4796	pangenome
10	994	shared
10	1	new
10	4645	pangenome
10	987	shared
10	556	new
10	4530	pangenome
10	987	shared
10	277	new
10	4530	pangenome
10	985	shared
10	3	new
10	4799	pangenome
10	1012	shared
10	3	new
10	4389	pangenome
10	985	shared
10	554	new
10	4799	pangenome
10	985	shared
10	554	new
10	4799	pangenome
10	985	shared
10	4	new
10	4796	pangenome
10	1244	shared
10	304	new
10	4245	pangenome
10	985	shared
10	276	new
10	4799	pangenome
10	987	shared
10	0	new
10	4798	pangenome
10	987	shared
10	7	new
10	4530	pangenome
10	994	shared
10	4	new
10	4645	pangenome
10	1000	shared
10	4	new
10	4524	pangenome
10	987	shared
10	3	new
10	4798	pangenome
10	987	shared
10	554	new
10	4798	pangenome
10	985	shared
10	1	new
10	4795	pangenome
10	985	shared
10	1	new
10	4795	pangenome
10	985	shared
10	0	new
10	4792	pangenome
10	985	shared
10	1	new
10	4795	pangenome
10	1012	shared
10	3	new
10	4389	pangenome
10	985	shared
10	0	new
10	4796	pangenome
10	1244	shared
10	0	new
10	4245	pangenome
10	987	shared
10	1	new
10	4530	pangenome
10	1244	shared
10	7	new
10	4245	pangenome
10	1000	shared
10	583	new
10	4524	pangenome
10	1012	shared
10	0	new
10	4389	pangenome
10	1000	shared
10	1	new
10	4524	pangenome
10	985	shared
10	554	new
10	4799	pangenome
10	985	shared
10	2	new
10	4796	pangenome
10	985	shared
10	5	new
10	4799	pangenome
10	987	shared
10	277	new
10	4530	pangenome
10	1244	shared
10	3	new
10	4245	pangenome
10	1012	shared
10	1	new
10	4389	pangenome
10	1244	shared
10	426	new
10	4245	pangenome
10	985	shared
10	269	new
10	4792	pangenome
10	1012	shared
10	570	new
10	4389	pangenome
10	985	shared
10	9	new
10	4799	pangenome
10	985	shared
10	554	new
10	4799	pangenome
10	985	shared
10	155	new
10	4792	pangenome
10	1244	shared
10	7	new
10	4245	pangenome
10	985	shared
10	3	new
10	4795	pangenome
10	985	shared
10	1	new
10	4795	pangenome
10	985	shared
10	9	new
10	4799	pangenome
10	985	shared
10	554	new
10	4799	pangenome
10	985	shared
10	1	new
10	4795	pangenome
10	987	shared
10	556	new
10	4530	pangenome
10	987	shared
10	1	new
10	4530	pangenome
10	987	shared
10	284	new
10	4530	pangenome
10	1012	shared
10	160	new
10	4389	pangenome
10	1012	shared
10	306	new
10	4389	pangenome
10	985	shared
10	1	new
10	4792	pangenome
10	1000	shared
10	1	new
10	4524	pangenome
10	987	shared
10	4	new
10	4798	pangenome
10	1244	shared
10	0	new
10	4245	pangenome
10	985	shared
10	7	new
10	4795	pangenome
10	994	shared
10	8	new
10	4645	pangenome
10	987	shared
10	0	new
10	4530	pangenome
10	1244	shared
10	304	new
10	4245	pangenome
10	987	shared
10	0	new
10	4530	pangenome
10	985	shared
10	3	new
10	4795	pangenome
10	987	shared
10	4	new
10	4798	pangenome
10	985	shared
10	5	new
10	4799	pangenome
10	1000	shared
10	7	new
10	4524	pangenome
10	987	shared
10	3	new
10	4798	pangenome
10	985	shared
10	5	new
10	4799	pangenome
10	985	shared
10	3	new
10	4792	pangenome
11	985	shared
11	3	new
11	4799	pangenome
11	985	shared
11	154	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	154	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	1	new
11	4799	pangenome
11	985	shared
11	410	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	7	new
11	4799	pangenome
11	985	shared
11	269	new
11	4799	pangenome
11	985	shared
11	554	new
11	4799	pangenome
11	985	shared
11	554	new
11	4799	pangenome
11	985	shared
11	4	new
11	4799	pangenome
11	985	shared
11	7	new
11	4799	pangenome
11	985	shared
11	4	new
11	4799	pangenome
11	985	shared
11	410	new
11	4799	pangenome
11	985	shared
11	4	new
11	4799	pangenome
11	985	shared
11	554	new
11	4799	pangenome
11	985	shared
11	269	new
11	4799	pangenome
11	985	shared
11	554	new
11	4799	pangenome
11	985	shared
11	554	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	1	new
11	4799	pangenome
11	985	shared
11	275	new
11	4799	pangenome
11	985	shared
11	154	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	1	new
11	4799	pangenome
11	985	shared
11	154	new
11	4799	pangenome
11	985	shared
11	4	new
11	4799	pangenome
11	985	shared
11	7	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	410	new
11	4799	pangenome
11	985	shared
11	1	new
11	4799	pangenome
11	985	shared
11	7	new
11	4799	pangenome
11	985	shared
11	269	new
11	4799	pangenome
11	985	shared
11	1	new
11	4799	pangenome
11	985	shared
11	3	new
11	4799	pangenome
11	985	shared
11	4	new
11	4799	pangenome
11	985	shared
11	4	new
11	4799	pangenome
11	985	shared
11	269	new
11	4799	pangenome
11	985	shared
11	269	new
11	4799	pangenome
11	985	shared
11	3	new
11	4799	pangenome
11	985	shared
11	410	new
11	4799	pangenome
11	985	shared
11	7	new
11	4799	pangenome
11	985	shared
11	1	new
11	4799	pangenome
11	985	shared
11	3	new
11	4799	pangenome
11	985	shared
11	154	new
11	4799	pangenome
11	985	shared
11	154	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	4	new
11	4799	pangenome
11	985	shared
11	154	new
11	4799	pangenome
11	985	shared
11	410	new
11	4799	pangenome
11	985	shared
11	269	new
11	4799	pangenome
11	985	shared
11	410	new
11	4799	pangenome
11	985	shared
11	7	new
11	4799	pangenome
11	985	shared
11	7	new
11	4799	pangenome
11	985	shared
11	4	new
11	4799	pangenome
11	985	shared
11	554	new
11	4799	pangenome
11	985	shared
11	554	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	3	new
11	4799	pangenome
11	985	shared
11	7	new
11	4799	pangenome
11	985	shared
11	7	new
11	4799	pangenome
11	985	shared
11	7	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	410	new
11	4799	pangenome
11	985	shared
11	1	new
11	4799	pangenome
11	985	shared
11	275	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	4	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	3	new
11	4799	pangenome
11	985	shared
11	154	new
11	4799	pangenome
11	985	shared
11	269	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	154	new
11	4799	pangenome
11	985	shared
11	154	new
11	4799	pangenome
11	985	shared
11	7	new
11	4799	pangenome
11	985	shared
11	1	new
11	4799	pangenome
11	985	shared
11	154	new
11	4799	pangenome
11	985	shared
11	275	new
11	4799	pangenome
11	985	shared
11	3	new
11	4799	pangenome
11	985	shared
11	7	new
11	4799	pangenome
11	985	shared
11	275	new
11	4799	pangenome
11	985	shared
11	3	new
11	4799	pangenome
11	985	shared
11	3	new
11	4799	pangenome
11	985	shared
11	7	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	554	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	1	new
11	4799	pangenome
11	985	shared
11	154	new
11	4799	pangenome
11	985	shared
11	275	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	410	new
11	4799	pangenome
11	985	shared
11	0	new
11	4799	pangenome
11	985	shared
11	7	new
11	4799	pangenome
